10,7
10,8
11,8
11,9
12,9
12,10
13,9
13,10
13,11
14,10
14,11
14,12
15,10
15,11
15,12
15,13
16,11
16,12
16,13
16,14
17,12
17,13
17,14
17,15
18,12
18,13
18,14
18,15
18,16
19,13
19,14
19,15
19,16
19,17
20,13
20,14
20,15
20,16
20,17
20,18
21,14
21,15
21,16
21,17
21,18
22,15
22,16
22,17
22,18
22,19
23,15
23,16
23,17
23,18
23,19
23,20
24,16
24,17
24,18
24,19
24,20
24,21
25,16
25,17
25,18
25,19
25,20
25,21
25,22
26,17
26,18
26,19
26,20
26,21
26,22
26,23
27,18
27,19
27,20
27,21
27,22
27,23
27,24
28,18
28,19
28,20
28,21
28,22
28,23
28,24
28,25
29,19
29,20
29,21
29,22
29,23
29,24
29,25
29,26
30,19
30,20
30,21
30,22
30,23
30,24
30,25
30,26
30,27
