   3.3000000e+01   3.3000000e+01   0.0000000e+00
   3.3000000e+01   3.0500000e+01   3.3000000e-01
   3.2918779e+01   3.0015267e+01   6.5918779e-01
   3.2832820e+01   2.9589749e+01   9.8751599e-01
   3.2743752e+01   2.9203098e+01   1.3149535e+00
   3.2652497e+01   2.8843785e+01   1.6414785e+00
   3.2559633e+01   2.8504584e+01   1.9670748e+00
   3.2465550e+01   2.8180630e+01   2.2917303e+00
   3.2370522e+01   2.7868478e+01   2.6154355e+00
   3.2274753e+01   2.7565584e+01   2.9381831e+00
   3.2178399e+01   2.7270008e+01   3.2599671e+00
   3.2081582e+01   2.6980230e+01   3.5807829e+00
   3.1984398e+01   2.6695029e+01   3.9006268e+00
   3.1886927e+01   2.6413407e+01   4.2194961e+00
   3.1789237e+01   2.6134535e+01   4.5373885e+00
   3.1691383e+01   2.5857707e+01   4.8543023e+00
   3.1593414e+01   2.5582322e+01   5.1702365e+00
   3.1495371e+01   2.5307856e+01   5.4851902e+00
   3.1397292e+01   2.5033849e+01   5.7991631e+00
   3.1299208e+01   2.4759894e+01   6.1121552e+00
   3.1201150e+01   2.4815624e+01   6.4241667e+00
   3.1103071e+01   2.5041607e+01   6.7351974e+00
   3.1004998e+01   2.5267524e+01   7.0452474e+00
   3.0907015e+01   2.5162316e+01   7.3543175e+00
   3.0809020e+01   2.4887248e+01   7.6624077e+00
   3.0710962e+01   2.4612973e+01   7.9695174e+00
   3.0612878e+01   2.4339027e+01   8.2756461e+00
   3.0514800e+01   2.4064998e+01   8.5807941e+00
   3.0416759e+01   2.4120516e+01   8.8849617e+00
   3.0318690e+01   2.4346379e+01   9.1881486e+00
   3.0220609e+01   2.4572392e+01   9.4903547e+00
   3.0122601e+01   2.4467487e+01   9.7915807e+00
   3.0024584e+01   2.4192705e+01   1.0091827e+01
   2.9926513e+01   2.3918583e+01   1.0391092e+01
   2.9828428e+01   2.3644652e+01   1.0689376e+01
   2.9730360e+01   2.3700496e+01   1.0986680e+01
   2.9632277e+01   2.3926537e+01   1.1283002e+01
   2.9534217e+01   2.4152292e+01   1.1578345e+01
   2.9436277e+01   2.4046534e+01   1.1872707e+01
   2.9338323e+01   2.3770957e+01   1.2166091e+01
   2.9240285e+01   2.3496435e+01   1.2458493e+01
   2.9142206e+01   2.3222427e+01   1.2749915e+01
   2.9044123e+01   2.2948461e+01   1.3040357e+01
   2.8946071e+01   2.3004114e+01   1.3329817e+01
   2.8847994e+01   2.3230070e+01   1.3618297e+01
   2.8749922e+01   2.3455979e+01   1.3905797e+01
   2.8651952e+01   2.3350605e+01   1.4192316e+01
   2.8553969e+01   2.3075393e+01   1.4477856e+01
   2.8455913e+01   2.2801088e+01   1.4762415e+01
   2.8357828e+01   2.2527145e+01   1.5045993e+01
   2.8259753e+01   2.2253085e+01   1.5328591e+01
   2.8161721e+01   2.2308482e+01   1.5610208e+01
   2.8063657e+01   2.2534291e+01   1.5890844e+01
   2.7965576e+01   2.2760306e+01   1.6170500e+01
   2.7867578e+01   2.2655280e+01   1.6449176e+01
   2.7769568e+01   2.2380396e+01   1.6726872e+01
   2.7671499e+01   2.2106263e+01   1.7003587e+01
   2.7573414e+01   2.1832331e+01   1.7279321e+01
   2.7475351e+01   2.1888114e+01   1.7554074e+01
   2.7377269e+01   2.2114141e+01   1.7827847e+01
   2.7279210e+01   2.2339870e+01   1.8100639e+01
   2.7181292e+01   2.2233853e+01   1.8372452e+01
   2.7083356e+01   2.1958049e+01   1.8643286e+01
   2.6985323e+01   2.1683465e+01   1.8913139e+01
   2.6887243e+01   2.1409459e+01   1.9182011e+01
   2.6789162e+01   2.1135475e+01   1.9449903e+01
   2.6691118e+01   2.1191023e+01   1.9716814e+01
   2.6593045e+01   2.1416940e+01   1.9982744e+01
   2.6494973e+01   2.1642843e+01   2.0247694e+01
   2.6397018e+01   2.1537274e+01   2.0511664e+01
   2.6299049e+01   2.1261894e+01   2.0774655e+01
   2.6200995e+01   2.0987557e+01   2.1036665e+01
   2.6102911e+01   2.0713618e+01   2.1297694e+01
   2.6004839e+01   2.0439513e+01   2.1557742e+01
   2.5906820e+01   2.0494748e+01   2.1816811e+01
   2.5808762e+01   2.0720480e+01   2.2074898e+01
   2.5710680e+01   2.0946498e+01   2.2332005e+01
   2.5612693e+01   2.0841334e+01   2.2588132e+01
   2.5514693e+01   2.0566334e+01   2.2843279e+01
   2.5416625e+01   2.0292193e+01   2.3097445e+01
   2.5318540e+01   2.0018255e+01   2.3350630e+01
   2.5220484e+01   2.0073953e+01   2.3602835e+01
   2.5122403e+01   2.0299958e+01   2.3854059e+01
   2.5024347e+01   2.0525661e+01   2.4104303e+01
   2.4926453e+01   2.0419333e+01   2.4353567e+01
   2.4828539e+01   2.0143258e+01   2.4601853e+01
   2.4730512e+01   1.9868606e+01   2.4849158e+01
   2.4632432e+01   1.9594605e+01   2.5095482e+01
   2.4534353e+01   1.9320593e+01   2.5340826e+01
   2.4436320e+01   1.9375995e+01   2.5585189e+01
   2.4338252e+01   1.9601853e+01   2.5828571e+01
   2.4240180e+01   1.9827754e+01   2.6070973e+01
   2.4142244e+01   1.9721954e+01   2.6312396e+01
   2.4044290e+01   1.9446376e+01   2.6552839e+01
   2.3946239e+01   1.9172010e+01   2.6792301e+01
   2.3848154e+01   1.8898076e+01   2.7030782e+01
   2.3750088e+01   1.8623903e+01   2.7268283e+01
   2.3652087e+01   1.8678912e+01   2.7504804e+01
   2.3554037e+01   1.8904532e+01   2.7740345e+01
   2.3455955e+01   1.9130558e+01   2.7974904e+01
   2.3357981e+01   1.9025234e+01   2.8208484e+01
   2.3259992e+01   1.8750103e+01   2.8441084e+01
   2.3161923e+01   1.8475958e+01   2.8672703e+01
   2.3063839e+01   1.8202010e+01   2.8903341e+01
   2.2965793e+01   1.8257581e+01   2.9132999e+01
   2.2867716e+01   1.8483549e+01   2.9361677e+01
   2.2769662e+01   1.8709230e+01   2.9589373e+01
   2.2671798e+01   1.8602525e+01   2.9816091e+01
   2.2573910e+01   1.8326125e+01   3.0041830e+01
   2.2475888e+01   1.8051403e+01   3.0266589e+01
   2.2377807e+01   1.7777411e+01   3.0490367e+01
   2.2279732e+01   1.7503353e+01   3.0713165e+01
   2.2181717e+01   1.7558543e+01   3.0934982e+01
   2.2083655e+01   1.7784312e+01   3.1155818e+01
   2.1985583e+01   1.8010217e+01   3.1375674e+01
   2.1887669e+01   1.7904143e+01   3.1594551e+01
   2.1789733e+01   1.7628335e+01   3.1812448e+01
   2.1691684e+01   1.7353945e+01   3.2029365e+01
   2.1593599e+01   1.7080014e+01   3.2245301e+01
   2.1495541e+01   1.6805737e+01   3.2460256e+01
   2.1397566e+01   1.6860421e+01   3.2674232e+01
   2.1299530e+01   1.7085872e+01   3.2887227e+01
   2.1201447e+01   1.7311910e+01   3.3099242e+01
   2.1103488e+01   1.7206405e+01   3.3310277e+01
   2.1005510e+01   1.6931128e+01   3.3520332e+01
   2.0907441e+01   1.6656989e+01   3.3729406e+01
   2.0809359e+01   1.6383018e+01   3.3937500e+01
   2.0711328e+01   1.6438399e+01   3.4144613e+01
   2.0613256e+01   1.6664302e+01   3.4350746e+01
   2.0515202e+01   1.6889970e+01   3.4555898e+01
   2.0417376e+01   1.6782805e+01   3.4760071e+01
   2.0319519e+01   1.6506015e+01   3.4963267e+01
   2.0221502e+01   1.6231224e+01   3.5165482e+01
   2.0123420e+01   1.5957248e+01   3.5366716e+01
   2.0025351e+01   1.5683109e+01   3.5566969e+01
   1.9927361e+01   1.5737984e+01   3.5766243e+01
   1.9829311e+01   1.5963606e+01   3.5964536e+01
   1.9731238e+01   1.6189527e+01   3.6161848e+01
   1.9633350e+01   1.6083130e+01   3.6358182e+01
   1.9535435e+01   1.5807058e+01   3.6553536e+01
   1.9437388e+01   1.5532654e+01   3.6747910e+01
   1.9339302e+01   1.5258723e+01   3.6941303e+01
   1.9241258e+01   1.5314276e+01   3.7133716e+01
   1.9143178e+01   1.5540280e+01   3.7325148e+01
   1.9045155e+01   1.5765562e+01   3.7515599e+01
   1.8947448e+01   1.5656895e+01   3.7705074e+01
   1.8849700e+01   1.5378753e+01   3.7893571e+01
   1.8751730e+01   1.5103380e+01   3.8081088e+01
   1.8653658e+01   1.4829278e+01   3.8267624e+01
   1.8555580e+01   1.4555245e+01   3.8453180e+01
   1.8457577e+01   1.4610286e+01   3.8637756e+01
   1.8359516e+01   1.4836053e+01   3.8821351e+01
   1.8261460e+01   1.5061752e+01   3.9003966e+01
   1.8163670e+01   1.4954127e+01   3.9185602e+01
   1.8065843e+01   1.4676960e+01   3.9366261e+01
   1.7967828e+01   1.4402156e+01   3.9545939e+01
   1.7869743e+01   1.4128208e+01   3.9724637e+01
   1.7771688e+01   1.3853903e+01   3.9902353e+01
   1.7673741e+01   1.3908235e+01   4.0079091e+01
   1.7575714e+01   1.4133578e+01   4.0254848e+01
   1.7477636e+01   1.4359544e+01   4.0429624e+01
