3.2462,-0.048431,-0.056954,-0.18402
4.0582,-0.052936,-0.078571,-0.22181
1.5189,1.3686,-1.7284,0.078497
-6.9251,-1.5842,2.4969,-0.48964
5.7904,-0.27049,0.28789,-0.11233
-0.69198,-1.8481,2.1238,-0.30028
2.4832,0.76313,-1.2462,-0.067367
1.3515,0.42492,-2.2089,0.75796
-1.9678,0.21075,0.45821,-0.23381
-2.6558,3.434,-4.7306,0.99768
-1.9375,2.0125,-1.9941,0.46133
2.1069,1.2529,-1.5641,0.06153
6.5876,-0.10281,0.043138,-0.082934
6.4932,2.5488,-3.2411,0.58002
4.6087,-0.36844,0.34297,-0.20015
0.29952,-0.83247,-0.28908,0.27045
-5.4903,2.0656,-2.2264,0.41519
7.2113,-1.1902,1.3159,-0.30098
-12.307,-1.2984,2.4507,-0.57144
-5.3104,0.45006,-0.48213,0.23266
4.7045,-0.47544,0.46663,-0.1654
-6.6438,1.0927,-1.3425,0.72124
-1.9372,0.27287,-0.65606,0.28105
-3.1321,0.28154,0.155,-0.087039
-2.2751,-0.45664,1.056,-0.31782
4.153,-0.016993,-0.014534,-0.056413
-1.7898,0.4044,0.0071088,-0.065091
6.9159,-0.77934,0.89548,-0.29495
2.9545,-1.9938,2.706,-0.88175
0.003538,0.17086,0.21663,0.29206
10.945,0.38166,-0.78643,0.023529
6.8696,-0.95827,1.0578,-0.2803
-2.4098,0.70003,-0.37853,-0.13234
-2.274,0.77668,-0.29113,-0.12208
3.1057,0.1405,-0.36227,-0.10636
12.027,0.90409,-1.5266,0.24508
-6.471,0.66141,-0.8386,0.41065
-7.2515,0.12202,-0.043993,0.084362
5.4487,-0.7488,0.629,-0.044028
-6.3577,0.29968,-0.29513,0.11162
4.3844,-0.016671,-0.02042,-0.057263
-3.6374,-0.041947,0.082938,0.042524
3.7427,0.8743,-1.8303,0.68181
4.2216,3.2552,-4.4402,0.78414
3.3131,0.014879,-0.1719,-0.15086
1.7218,0.61074,-1.0241,0.00088092
7.0436,0.72572,-1.6827,0.37383
2.9591,0.46282,-0.84733,-0.051069
0.005965,0.11227,0.27415,0.14982
2.6919,-0.030601,-0.059109,-0.16188
