   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.0000000e-02  -1.0000000e-01
   1.0000000e-02   0.0000000e+00  -3.3829451e-02   3.9000000e-02  -1.7477353e-01
   2.0000000e-02  -3.3829451e-04  -6.7624120e-02   3.7252265e-02  -2.4970510e-01
   3.0000000e-02  -1.0145357e-03  -9.4683559e-02   3.4755214e-02  -3.0822680e-01
   4.0000000e-02  -1.9613713e-03  -1.1405368e-01   3.1672946e-02  -3.4813700e-01
   5.0000000e-02  -3.1019081e-03  -1.2636523e-01   2.8191576e-02  -3.7115591e-01
   6.0000000e-02  -4.3655604e-03  -1.3262310e-01   2.4480017e-02  -3.7989357e-01
   7.0000000e-02  -5.6917914e-03  -1.3385611e-01   2.0681081e-02  -3.7697845e-01
   8.0000000e-02  -7.0303525e-03  -1.3101839e-01   1.6911296e-02  -3.6481722e-01
   9.0000000e-02  -8.3405364e-03  -1.2496460e-01   1.3263124e-02  -3.4553943e-01
   1.0000000e-01  -9.5901824e-03  -1.1644741e-01   9.8077298e-03  -3.2099697e-01
   1.1000000e-01  -1.0754656e-02  -1.0612171e-01   6.5977601e-03  -2.9277979e-01
   1.2000000e-01  -1.1815874e-02  -9.4550998e-02   3.6699622e-03  -2.6223655e-01
   1.3000000e-01  -1.2761383e-02  -8.2214599e-02   1.0475967e-03  -2.3049641e-01
   1.4000000e-01  -1.3583529e-02  -6.9515000e-02  -1.2573673e-03  -1.9849074e-01
   1.5000000e-01  -1.4278679e-02  -5.6785208e-02  -3.2422748e-03  -1.6697432e-01
   1.6000000e-01  -1.4846532e-02  -4.4295916e-02  -4.9120180e-03  -1.3654546e-01
   1.7000000e-01  -1.5289491e-02  -3.2262406e-02  -6.2774725e-03  -1.0766514e-01
   1.8000000e-01  -1.5612115e-02  -2.0851120e-02  -7.3541239e-03  -8.0674918e-02
   1.9000000e-01  -1.5820626e-02  -1.0185834e-02  -8.1608731e-03  -5.5813484e-02
   2.0000000e-01  -1.5922484e-02  -3.5343916e-04  -8.7190079e-03  -3.3231930e-02
   2.1000000e-01  -1.5926019e-02   8.5907395e-03  -9.0513272e-03  -1.3007663e-02
   2.2000000e-01  -1.5840111e-02   1.6618051e-02  -9.1814039e-03   4.8430171e-03
   2.3000000e-01  -1.5673931e-02   2.3722080e-02  -9.1329737e-03   2.0353624e-02
   2.4000000e-01  -1.5436710e-02   2.9914651e-02  -8.9294375e-03   3.3597449e-02
   2.5000000e-01  -1.5137564e-02   3.5222246e-02  -8.5934630e-03   4.4678704e-02
   2.6000000e-01  -1.4785341e-02   3.9682845e-02  -8.1466759e-03   5.3724781e-02
   2.7000000e-01  -1.4388513e-02   4.3343138e-02  -7.6094281e-03   6.0879558e-02
   2.8000000e-01  -1.3955081e-02   4.6256110e-02  -7.0006325e-03   6.6297658e-02
   2.9000000e-01  -1.3492520e-02   4.8478955e-02  -6.3376560e-03   7.0139599e-02
   3.0000000e-01  -1.3007731e-02   5.0071308e-02  -5.6362600e-03   7.2567739e-02
   3.1000000e-01  -1.2507017e-02   5.1093751e-02  -4.9105826e-03   7.3742948e-02
   3.2000000e-01  -1.1996080e-02   5.1606581e-02  -4.1731531e-03   7.3821920e-02
   3.3000000e-01  -1.1480014e-02   5.1668813e-02  -3.4349339e-03   7.2955065e-02
   3.4000000e-01  -1.0963326e-02   5.1337372e-02  -2.7053833e-03   7.1284897e-02
   3.5000000e-01  -1.0449952e-02   5.0666488e-02  -1.9925343e-03   6.8944862e-02
   3.6000000e-01  -9.9432874e-03   4.9707231e-02  -1.3030857e-03   6.6058542e-02
   3.7000000e-01  -9.4462151e-03   4.8507191e-02  -6.4250025e-04   6.2739183e-02
   3.8000000e-01  -8.9611432e-03   4.7110280e-02  -1.5108415e-05   5.9089491e-02
   3.9000000e-01  -8.4900404e-03   4.5556623e-02   5.7578650e-04   5.5201648e-02
   4.0000000e-01  -8.0344742e-03   4.3882543e-02   1.1278030e-03   5.1157515e-02
   4.1000000e-01  -7.5956488e-03   4.2120604e-02   1.6393781e-03   4.7028982e-02
   4.2000000e-01  -7.1744427e-03   4.0299719e-02   2.1096679e-03   4.2878423e-02
   4.3000000e-01  -6.7714455e-03   3.8445297e-02   2.5384522e-03   3.8759242e-02
   4.4000000e-01  -6.3869926e-03   3.6579419e-02   2.9260446e-03   3.4716474e-02
   4.5000000e-01  -6.0211984e-03   3.4721046e-02   3.2732093e-03   3.0787429e-02
   4.6000000e-01  -5.6739879e-03   3.2886236e-02   3.5810836e-03   2.7002348e-02
   4.7000000e-01  -5.3451255e-03   3.1088375e-02   3.8511071e-03   2.3385071e-02
   4.8000000e-01  -5.0342418e-03   2.9338413e-02   4.0849578e-03   1.9953697e-02
   4.9000000e-01  -4.7408577e-03   2.7645094e-02   4.2844948e-03   1.6721223e-02
   5.0000000e-01  -4.4644067e-03   2.6015183e-02   4.4517070e-03   1.3696158e-02
   5.1000000e-01  -4.2042549e-03   2.4453692e-02   4.5886686e-03   1.0883111e-02
   5.2000000e-01  -3.9597180e-03   2.2964089e-02   4.6974997e-03   8.2833381e-03
   5.3000000e-01  -3.7300771e-03   2.1548495e-02   4.7803331e-03   5.8952515e-03
   5.4000000e-01  -3.5145921e-03   2.0207873e-02   4.8392856e-03   3.7148916e-03
   5.5000000e-01  -3.3125134e-03   1.8942204e-02   4.8764345e-03   1.7363546e-03
   5.6000000e-01  -3.1230914e-03   1.7750639e-02   4.8937981e-03  -4.7819557e-05
   5.7000000e-01  -2.9455850e-03   1.6631649e-02   4.8933199e-03  -1.6463002e-03
   5.8000000e-01  -2.7792685e-03   1.5583156e-02   4.8768569e-03  -3.0686572e-03
   5.9000000e-01  -2.6234369e-03   1.4602646e-02   4.8461703e-03  -4.3250900e-03
   6.0000000e-01  -2.4774105e-03   1.3687276e-02   4.8029194e-03  -5.4261920e-03
   6.1000000e-01  -2.3405377e-03   1.2833963e-02   4.7486575e-03  -6.3827474e-03
   6.2000000e-01  -2.2121981e-03   1.2039465e-02   4.6848300e-03  -7.2055593e-03
   6.3000000e-01  -2.0918034e-03   1.1300448e-02   4.6127744e-03  -7.9053052e-03
   6.4000000e-01  -1.9787989e-03   1.0613547e-02   4.5337214e-03  -8.4924187e-03
   6.5000000e-01  -1.8726635e-03   9.9754074e-03   4.4487972e-03  -8.9769935e-03
   6.6000000e-01  -1.7729094e-03   9.3827348e-03   4.3590272e-03  -9.3687086e-03
   6.7000000e-01  -1.6790821e-03   8.8323206e-03   4.2653402e-03  -9.6767717e-03
   6.8000000e-01  -1.5907588e-03   8.3210704e-03   4.1685724e-03  -9.9098782e-03
   6.9000000e-01  -1.5075481e-03   7.8460234e-03   4.0694737e-03  -1.0076185e-02
   7.0000000e-01  -1.4290879e-03   7.4043670e-03   3.9687118e-03  -1.0183295e-02
   7.1000000e-01  -1.3550442e-03   6.9934463e-03   3.8668789e-03  -1.0238252e-02
   7.2000000e-01  -1.2851098e-03   6.6107699e-03   3.7644963e-03  -1.0247548e-02
   7.3000000e-01  -1.2190021e-03   6.2540131e-03   3.6620209e-03  -1.0217129e-02
   7.4000000e-01  -1.1564619e-03   5.9210169e-03   3.5598496e-03  -1.0152415e-02
   7.5000000e-01  -1.0972518e-03   5.6097860e-03   3.4583254e-03  -1.0058321e-02
   7.6000000e-01  -1.0411539e-03   5.3184838e-03   3.3577422e-03  -9.9392776e-03
   7.7000000e-01  -9.8796908e-04   5.0454272e-03   3.2583494e-03  -9.7992639e-03
   7.8000000e-01  -9.3751481e-04   4.7890789e-03   3.1603568e-03  -9.6418309e-03
   7.9000000e-01  -8.8962402e-04   4.5480400e-03   3.0639385e-03  -9.4701329e-03
   8.0000000e-01  -8.4414362e-04   4.3210413e-03   2.9692372e-03  -9.2869570e-03
   8.1000000e-01  -8.0093320e-04   4.1069349e-03   2.8763676e-03  -9.0947524e-03
   8.2000000e-01  -7.5986386e-04   3.9046851e-03   2.7854201e-03  -8.8956598e-03
   8.3000000e-01  -7.2081700e-04   3.7133595e-03   2.6964635e-03  -8.6915389e-03
   8.4000000e-01  -6.8368341e-04   3.5321206e-03   2.6095481e-03  -8.4839960e-03
   8.5000000e-01  -6.4836220e-04   3.3602169e-03   2.5247081e-03  -8.2744093e-03
   8.6000000e-01  -6.1476003e-04   3.1969755e-03   2.4419640e-03  -8.0639531e-03
   8.7000000e-01  -5.8279028e-04   3.0417935e-03   2.3613245e-03  -7.8536207e-03
   8.8000000e-01  -5.5237234e-04   2.8941317e-03   2.2827883e-03  -7.6442448e-03
   8.9000000e-01  -5.2343103e-04   2.7535070e-03   2.2063458e-03  -7.4365176e-03
   9.0000000e-01  -4.9589596e-04   2.6194867e-03   2.1319807e-03  -7.2310081e-03
   9.1000000e-01  -4.6970109e-04   2.4916824e-03   2.0596706e-03  -7.0281784e-03
   9.2000000e-01  -4.4478427e-04   2.3697447e-03   1.9893888e-03  -6.8283983e-03
   9.3000000e-01  -4.2108682e-04   2.2533586e-03   1.9211048e-03  -6.6319583e-03
   9.4000000e-01  -3.9855323e-04   2.1422390e-03   1.8547852e-03  -6.4390817e-03
   9.5000000e-01  -3.7713084e-04   2.0361270e-03   1.7903944e-03  -6.2499347e-03
   9.6000000e-01  -3.5676957e-04   1.9347860e-03   1.7278951e-03  -6.0646360e-03
   9.7000000e-01  -3.3742171e-04   1.8379992e-03   1.6672487e-03  -5.8832644e-03
   9.8000000e-01  -3.1904172e-04   1.7455665e-03   1.6084161e-03  -5.7058660e-03
   9.9000000e-01  -3.0158606e-04   1.6573023e-03   1.5513574e-03  -5.5324607e-03
   1.0000000e+00  -2.8501303e-04   1.5730333e-03   1.4960328e-03  -5.3630466e-03
   1.0100000e+00  -2.6928270e-04   1.4925971e-03   1.4424023e-03  -5.1976054e-03
   1.0200000e+00  -2.5435673e-04   1.4158403e-03   1.3904263e-03  -5.0361054e-03
   1.0300000e+00  -2.4019833e-04   1.3426173e-03   1.3400652e-03  -4.8785049e-03
   1.0400000e+00  -2.2677215e-04   1.2727895e-03   1.2912802e-03  -4.7247549e-03
   1.0500000e+00  -2.1404426e-04   1.2062243e-03   1.2440326e-03  -4.5748012e-03
   1.0600000e+00  -2.0198201e-04   1.1427939e-03   1.1982846e-03  -4.4285860e-03
   1.0700000e+00  -1.9055408e-04   1.0823755e-03   1.1539988e-03  -4.2860493e-03
   1.0800000e+00  -1.7973032e-04   1.0248503e-03   1.1111383e-03  -4.1471299e-03
   1.0900000e+00  -1.6948182e-04   9.7010303e-04   1.0696670e-03  -4.0117663e-03
   1.1000000e+00  -1.5978079e-04   9.1802218e-04   1.0295493e-03  -3.8798973e-03
   1.1100000e+00  -1.5060057e-04   8.6849929e-04   9.9075033e-04  -3.7514624e-03
   1.1200000e+00  -1.4191557e-04   8.2142898e-04   9.5323570e-04  -3.6264019e-03
   1.1300000e+00  -1.3370128e-04   7.7670881e-04   9.1697168e-04  -3.5046572e-03
   1.1400000e+00  -1.2593419e-04   7.3423923e-04   8.8192511e-04  -3.3861708e-03
   1.1500000e+00  -1.1859180e-04   6.9392345e-04   8.4806340e-04  -3.2708863e-03
   1.1600000e+00  -1.1165257e-04   6.5566748e-04   8.1535454e-04  -3.1587486e-03
   1.1700000e+00  -1.0509589e-04   6.1938008e-04   7.8376705e-04  -3.0497032e-03
   1.1800000e+00  -9.8902092e-05   5.8497275e-04   7.5327002e-04  -2.9436967e-03
   1.1900000e+00  -9.3052364e-05   5.5235976e-04   7.2383305e-04  -2.8406761e-03
   1.2000000e+00  -8.7528767e-05   5.2145811e-04   6.9542629e-04  -2.7405893e-03
   1.2100000e+00  -8.2314186e-05   4.9218759e-04   6.6802040e-04  -2.6433844e-03
   1.2200000e+00  -7.7392310e-05   4.6447070e-04   6.4158656e-04  -2.5490100e-03
   1.2300000e+00  -7.2747603e-05   4.3823271e-04   6.1609646e-04  -2.4574146e-03
   1.2400000e+00  -6.8365276e-05   4.1340165e-04   5.9152231e-04  -2.3685471e-03
   1.2500000e+00  -6.4231259e-05   3.8990824e-04   5.6783684e-04  -2.2823562e-03
   1.2600000e+00  -6.0332177e-05   3.6768592e-04   5.4501328e-04  -2.1987906e-03
   1.2700000e+00  -5.6655318e-05   3.4667079e-04   5.2302537e-04  -2.1177988e-03
   1.2800000e+00  -5.3188610e-05   3.2680160e-04   5.0184738e-04  -2.0393292e-03
   1.2900000e+00  -4.9920594e-05   3.0801968e-04   4.8145409e-04  -1.9633302e-03
   1.3000000e+00  -4.6840397e-05   2.9026892e-04   4.6182079e-04  -1.8897496e-03
   1.3100000e+00  -4.3937708e-05   2.7349568e-04   4.4292329e-04  -1.8185355e-03
   1.3200000e+00  -4.1202751e-05   2.5764877e-04   4.2473794e-04  -1.7496354e-03
   1.3300000e+00  -3.8626263e-05   2.4267936e-04   4.0724158e-04  -1.6829971e-03
   1.3400000e+00  -3.6199470e-05   2.2854093e-04   3.9041161e-04  -1.6185680e-03
   1.3500000e+00  -3.3914061e-05   2.1518917e-04   3.7422593e-04  -1.5562955e-03
   1.3600000e+00  -3.1762169e-05   2.0258196e-04   3.5866298e-04  -1.4961273e-03
   1.3700000e+00  -2.9736349e-05   1.9067925e-04   3.4370171e-04  -1.4380107e-03
   1.3800000e+00  -2.7829557e-05   1.7944297e-04   3.2932160e-04  -1.3818936e-03
   1.3900000e+00  -2.6035127e-05   1.6883702e-04   3.1550266e-04  -1.3277239e-03
   1.4000000e+00  -2.4346757e-05   1.5882713e-04   3.0222542e-04  -1.2754497e-03
   1.4100000e+00  -2.2758485e-05   1.4938081e-04   2.8947093e-04  -1.2250195e-03
   1.4200000e+00  -2.1264677e-05   1.4046727e-04   2.7722073e-04  -1.1763822e-03
   1.4300000e+00  -1.9860005e-05   1.3205734e-04   2.6545691e-04  -1.1294873e-03
   1.4400000e+00  -1.8539431e-05   1.2412340e-04   2.5416204e-04  -1.0842846e-03
   1.4500000e+00  -1.7298197e-05   1.1663929e-04   2.4331919e-04  -1.0407245e-03
   1.4600000e+00  -1.6131804e-05   1.0958029e-04   2.3291195e-04  -9.9875819e-04
   1.4700000e+00  -1.5036001e-05   1.0292297e-04   2.2292436e-04  -9.5833747e-04
   1.4800000e+00  -1.4006772e-05   9.6645200e-05   2.1334099e-04  -9.1941487e-04
   1.4900000e+00  -1.3040320e-05   9.0726040e-05   2.0414684e-04  -8.8194370e-04
   1.5000000e+00  -1.2133059e-05   8.5145690e-05   1.9532740e-04  -8.4587808e-04
   1.5100000e+00  -1.1281602e-05   7.9885435e-05   1.8686862e-04  -8.1117302e-04
   1.5200000e+00  -1.0482748e-05   7.4927580e-05   1.7875689e-04  -7.7778438e-04
   1.5300000e+00  -9.7334722e-06   7.0255398e-05   1.7097905e-04  -7.4566895e-04
   1.5400000e+00  -9.0309182e-06   6.5853081e-05   1.6352236e-04  -7.1478445e-04
   1.5500000e+00  -8.3723874e-06   6.1705684e-05   1.5637451e-04  -6.8508955e-04
   1.5600000e+00  -7.7553306e-06   5.7799081e-05   1.4952362e-04  -6.5654391e-04
   1.5700000e+00  -7.1773398e-06   5.4119920e-05   1.4295818e-04  -6.2910816e-04
   1.5800000e+00  -6.6361406e-06   5.0655581e-05   1.3666710e-04  -6.0274389e-04
   1.5900000e+00  -6.1295847e-06   4.7394131e-05   1.3063966e-04  -5.7741374e-04
   1.6000000e+00  -5.6556434e-06   4.4324291e-05   1.2486552e-04  -5.5308129e-04
   1.6100000e+00  -5.2124005e-06   4.1435399e-05   1.1933471e-04  -5.2971116e-04
   1.6200000e+00  -4.7980465e-06   3.8717371e-05   1.1403760e-04  -5.0726893e-04
   1.6300000e+00  -4.4108728e-06   3.6160675e-05   1.0896491e-04  -4.8572117e-04
   1.6400000e+00  -4.0492661e-06   3.3756297e-05   1.0410770e-04  -4.6503544e-04
   1.6500000e+00  -3.7117031e-06   3.1495714e-05   9.9457341e-05  -4.4518025e-04
   1.6600000e+00  -3.3967460e-06   2.9370862e-05   9.5005539e-05  -4.2612508e-04
   1.6700000e+00  -3.1030373e-06   2.7374121e-05   9.0744288e-05  -4.0784034e-04
   1.6800000e+00  -2.8292961e-06   2.5498278e-05   8.6665885e-05  -3.9029737e-04
   1.6900000e+00  -2.5743134e-06   2.3736516e-05   8.2762911e-05  -3.7346842e-04
   1.7000000e+00  -2.3369482e-06   2.2082384e-05   7.9028227e-05  -3.5732663e-04
   1.7100000e+00  -2.1161244e-06   2.0529782e-05   7.5454960e-05  -3.4184602e-04
   1.7200000e+00  -1.9108265e-06   1.9072941e-05   7.2036500e-05  -3.2700147e-04
   1.7300000e+00  -1.7200971e-06   1.7706403e-05   6.8766486e-05  -3.1276869e-04
   1.7400000e+00  -1.5430331e-06   1.6425008e-05   6.5638799e-05  -2.9912422e-04
   1.7500000e+00  -1.3787830e-06   1.5223874e-05   6.2647556e-05  -2.8604538e-04
   1.7600000e+00  -1.2265443e-06   1.4098385e-05   5.9787103e-05  -2.7351030e-04
   1.7700000e+00  -1.0855604e-06   1.3044176e-05   5.7052000e-05  -2.6149783e-04
