   0.0000000e+00   3.3000000e+01   3.3000000e+01   0.0000000e+00
   1.0000000e-02   3.3000000e+01   3.0500000e+01   3.3000000e-01
   2.0000000e-02   3.2918779e+01   3.0015267e+01   6.5918779e-01
   3.0000000e-02   3.2832820e+01   2.9589749e+01   9.8751599e-01
   4.0000000e-02   3.2743752e+01   2.9203098e+01   1.3149535e+00
   5.0000000e-02   3.2652497e+01   2.8843785e+01   1.6414785e+00
   6.0000000e-02   3.2559633e+01   2.8504584e+01   1.9670748e+00
   7.0000000e-02   3.2465550e+01   2.8180630e+01   2.2917303e+00
   8.0000000e-02   3.2370522e+01   2.7868478e+01   2.6154355e+00
   9.0000000e-02   3.2274753e+01   2.7565584e+01   2.9381831e+00
   1.0000000e-01   3.2178399e+01   2.7270008e+01   3.2599671e+00
   1.1000000e-01   3.2081582e+01   2.6980230e+01   3.5807829e+00
   1.2000000e-01   3.1984398e+01   2.6695029e+01   3.9006268e+00
   1.3000000e-01   3.1886927e+01   2.6413407e+01   4.2194961e+00
   1.4000000e-01   3.1789237e+01   2.6134535e+01   4.5373885e+00
   1.5000000e-01   3.1691383e+01   2.5857707e+01   4.8543023e+00
   1.6000000e-01   3.1593414e+01   2.5582322e+01   5.1702365e+00
   1.7000000e-01   3.1495371e+01   2.5307856e+01   5.4851902e+00
   1.8000000e-01   3.1397292e+01   2.5033849e+01   5.7991631e+00
   1.9000000e-01   3.1299208e+01   2.4759894e+01   6.1121552e+00
   2.0000000e-01   3.1201150e+01   2.4815624e+01   6.4241667e+00
   2.1000000e-01   3.1103071e+01   2.5041607e+01   6.7351974e+00
   2.2000000e-01   3.1004998e+01   2.5267524e+01   7.0452474e+00
   2.3000000e-01   3.0907015e+01   2.5162316e+01   7.3543175e+00
   2.4000000e-01   3.0809020e+01   2.4887248e+01   7.6624077e+00
   2.5000000e-01   3.0710962e+01   2.4612973e+01   7.9695174e+00
   2.6000000e-01   3.0612878e+01   2.4339027e+01   8.2756461e+00
   2.7000000e-01   3.0514800e+01   2.4064998e+01   8.5807941e+00
   2.8000000e-01   3.0416759e+01   2.4120516e+01   8.8849617e+00
   2.9000000e-01   3.0318690e+01   2.4346379e+01   9.1881486e+00
   3.0000000e-01   3.0220609e+01   2.4572392e+01   9.4903547e+00
   3.1000000e-01   3.0122601e+01   2.4467487e+01   9.7915807e+00
   3.2000000e-01   3.0024584e+01   2.4192705e+01   1.0091827e+01
   3.3000000e-01   2.9926513e+01   2.3918583e+01   1.0391092e+01
   3.4000000e-01   2.9828428e+01   2.3644652e+01   1.0689376e+01
   3.5000000e-01   2.9730360e+01   2.3700496e+01   1.0986680e+01
   3.6000000e-01   2.9632277e+01   2.3926537e+01   1.1283002e+01
   3.7000000e-01   2.9534217e+01   2.4152292e+01   1.1578345e+01
   3.8000000e-01   2.9436277e+01   2.4046534e+01   1.1872707e+01
   3.9000000e-01   2.9338323e+01   2.3770957e+01   1.2166091e+01
   4.0000000e-01   2.9240285e+01   2.3496435e+01   1.2458493e+01
   4.1000000e-01   2.9142206e+01   2.3222427e+01   1.2749915e+01
   4.2000000e-01   2.9044123e+01   2.2948461e+01   1.3040357e+01
   4.3000000e-01   2.8946071e+01   2.3004114e+01   1.3329817e+01
   4.4000000e-01   2.8847994e+01   2.3230070e+01   1.3618297e+01
   4.5000000e-01   2.8749922e+01   2.3455979e+01   1.3905797e+01
   4.6000000e-01   2.8651952e+01   2.3350605e+01   1.4192316e+01
   4.7000000e-01   2.8553969e+01   2.3075393e+01   1.4477856e+01
   4.8000000e-01   2.8455913e+01   2.2801088e+01   1.4762415e+01
   4.9000000e-01   2.8357828e+01   2.2527145e+01   1.5045993e+01
   5.0000000e-01   2.8259753e+01   2.2253085e+01   1.5328591e+01
   5.1000000e-01   2.8161721e+01   2.2308482e+01   1.5610208e+01
   5.2000000e-01   2.8063657e+01   2.2534291e+01   1.5890844e+01
   5.3000000e-01   2.7965576e+01   2.2760306e+01   1.6170500e+01
   5.4000000e-01   2.7867578e+01   2.2655280e+01   1.6449176e+01
   5.5000000e-01   2.7769568e+01   2.2380396e+01   1.6726872e+01
   5.6000000e-01   2.7671499e+01   2.2106263e+01   1.7003587e+01
   5.7000000e-01   2.7573414e+01   2.1832331e+01   1.7279321e+01
   5.8000000e-01   2.7475351e+01   2.1888114e+01   1.7554074e+01
   5.9000000e-01   2.7377269e+01   2.2114141e+01   1.7827847e+01
   6.0000000e-01   2.7279210e+01   2.2339870e+01   1.8100639e+01
   6.1000000e-01   2.7181292e+01   2.2233853e+01   1.8372452e+01
   6.2000000e-01   2.7083356e+01   2.1958049e+01   1.8643286e+01
   6.3000000e-01   2.6985323e+01   2.1683465e+01   1.8913139e+01
   6.4000000e-01   2.6887243e+01   2.1409459e+01   1.9182011e+01
   6.5000000e-01   2.6789162e+01   2.1135475e+01   1.9449903e+01
   6.6000000e-01   2.6691118e+01   2.1191023e+01   1.9716814e+01
   6.7000000e-01   2.6593045e+01   2.1416940e+01   1.9982744e+01
   6.8000000e-01   2.6494973e+01   2.1642843e+01   2.0247694e+01
   6.9000000e-01   2.6397018e+01   2.1537274e+01   2.0511664e+01
   7.0000000e-01   2.6299049e+01   2.1261894e+01   2.0774655e+01
   7.1000000e-01   2.6200995e+01   2.0987557e+01   2.1036665e+01
   7.2000000e-01   2.6102911e+01   2.0713618e+01   2.1297694e+01
   7.3000000e-01   2.6004839e+01   2.0439513e+01   2.1557742e+01
   7.4000000e-01   2.5906820e+01   2.0494748e+01   2.1816811e+01
   7.5000000e-01   2.5808762e+01   2.0720480e+01   2.2074898e+01
   7.6000000e-01   2.5710680e+01   2.0946498e+01   2.2332005e+01
   7.7000000e-01   2.5612693e+01   2.0841334e+01   2.2588132e+01
   7.8000000e-01   2.5514693e+01   2.0566334e+01   2.2843279e+01
   7.9000000e-01   2.5416625e+01   2.0292193e+01   2.3097445e+01
   8.0000000e-01   2.5318540e+01   2.0018255e+01   2.3350630e+01
   8.1000000e-01   2.5220484e+01   2.0073953e+01   2.3602835e+01
   8.2000000e-01   2.5122403e+01   2.0299958e+01   2.3854059e+01
   8.3000000e-01   2.5024347e+01   2.0525661e+01   2.4104303e+01
